# ================================
# SNID: 104154
# RA: 67.88375091552734
# DEC: -50.245052337646484
# ================================
NVAR: 4
VARNAMES: MJD FLT MAG MAGERR
61837.06400  z_LSST  24.40580  0.86525
61831.02840  z_LSST  27.53607  14.92713
61831.01690  i_LSST  24.72261  0.56415
61827.04490  r_LSST  27.74866  4.12434
61824.03120  r_LSST  27.22902  2.50632
61823.03510  z_LSST  25.42094  1.57822
61823.02370  i_LSST  28.52270  15.92617
61822.06170  i_LSST  25.93517  1.32068
61820.03080  r_LSST  26.44637  1.50058
61818.03890  z_LSST  26.54167  4.95945
61816.03470  r_LSST  27.93986  5.39222
61815.03100  i_LSST  26.64467  4.89522
61812.12090  z_LSST  24.85476  1.08409
61799.07220  u_LSST  25.79893  1.00014
61796.19520  u_LSST  25.20860  1.23286
61794.08630  i_LSST  26.58444  2.05802
61793.13110  r_LSST  26.07101  0.91198
61790.11130  r_LSST  26.96602  1.77896
61790.10950  g_LSST  26.51178  0.86651
61779.15820  i_LSST  28.52039  18.31742
61776.17380  i_LSST  25.99472  1.60734
61769.11510  r_LSST  27.98969  4.57731
61768.23290  i_LSST  25.95412  1.82582
61767.14610  g_LSST  26.84525  1.28435
61761.19280  g_LSST  28.65805  7.21343
61757.13020  r_LSST  26.12670  1.29680
61748.16380  i_LSST  26.44835  2.06974
61744.17330  z_LSST  25.33695  1.11303
61741.24930  i_LSST  25.12108  0.61729
61740.07580  i_LSST  25.96619  1.63820
61734.23850  u_LSST  28.37935  11.52762
61728.23430  r_LSST  27.17962  3.16829
61725.28710  i_LSST  29.06487  37.77926
61722.25350  z_LSST  26.88098  7.26445
61721.25090  z_LSST  27.10423  6.66897
61720.12470  i_LSST  25.22982  1.08150
61714.27010  g_LSST  31.12609  54.23022
61714.26150  g_LSST  27.37727  1.71676
61712.30060  i_LSST  26.71036  2.23824
61710.31660  r_LSST  26.36554  1.04688
61710.29230  i_LSST  25.39985  0.78552
61707.21700  i_LSST  25.75705  1.19890
61705.30770  r_LSST  25.96595  0.76587
61704.26960  g_LSST  27.87046  3.36338
61703.27760  r_LSST  26.54795  1.40827
61701.34110  i_LSST  25.46961  1.01390
61696.28900  z_LSST  25.84850  3.47936
61696.26480  i_LSST  27.81342  11.84891
61693.32910  z_LSST  25.26764  1.74007
61693.31880  z_LSST  25.93387  3.21409
61692.28580  i_LSST  25.66544  1.54560
61681.37110  i_LSST  29.07614  19.48881
61675.31690  r_LSST  28.38123  6.15731
61666.39230  z_LSST  27.66948  13.84875
61650.41650  r_LSST  24.81151  0.45444
61475.06090  i_LSST  24.29701  0.75976
61475.03680  z_LSST  24.54058  0.73255
61474.08670  r_LSST  25.43157  0.60258
61474.06250  g_LSST  28.17334  4.82958
61471.08140  r_LSST  28.92893  24.68208
61456.13390  z_LSST  24.52655  1.47567
61454.02390  z_LSST  25.12190  1.80544
61452.03380  z_LSST  24.51947  0.83839
61447.08490  i_LSST  25.82734  1.64942
61447.06060  z_LSST  24.85165  1.16083
61441.08140  r_LSST  26.18979  1.57351
61438.04180  z_LSST  24.57001  0.75199
61425.10460  r_LSST  25.22467  0.82710
61417.04420  i_LSST  24.69030  0.77602
61411.14000  r_LSST  26.66575  1.69715
61411.11530  g_LSST  26.89944  1.73867
61400.18310  z_LSST  25.34928  1.72290
61400.15860  i_LSST  24.92250  0.84746
61399.17250  z_LSST  25.99672  2.86794
61399.14830  i_LSST  26.80827  4.37719
61384.16030  g_LSST  26.21267  0.78174
61382.22180  i_LSST  26.08156  1.78757
61376.18160  g_LSST  26.34713  0.89962
61376.17660  i_LSST  24.53999  0.42362
61376.04920  r_LSST  26.80417  1.86258
61368.22090  i_LSST  23.87963  0.43468
61368.07450  i_LSST  24.36731  0.68115
61368.05070  z_LSST  24.13608  0.73204
61365.13770  z_LSST  24.26340  0.68918
61365.13730  z_LSST  23.78817  0.44488
61346.30790  i_LSST  23.83415  0.21638
61337.33800  z_LSST  23.87752  0.40603
61337.31300  i_LSST  23.47088  0.18071
61336.32470  z_LSST  23.50635  0.28833
61334.27090  i_LSST  23.79426  0.24791
61334.24660  r_LSST  25.20281  0.50154
61332.34100  i_LSST  23.83102  0.13260
61329.25180  r_LSST  24.35201  0.24849
61328.33600  r_LSST  24.84296  0.33265
61327.38080  z_LSST  23.68455  0.66959
61315.39150  r_LSST  29.38946  33.61028
61315.33490  i_LSST  24.82921  0.53495
61315.31060  r_LSST  24.79162  0.48678
61315.30440  r_LSST  26.45069  2.24371
61315.28040  i_LSST  25.25127  0.78910
61294.40590  i_LSST  24.68320  0.49230
61226.44080  z_LSST  26.72363  10.58170
61224.41760  z_LSST  24.41705  1.35567
