# ================================
# SNID: 104897
# RA: 226.77783203125
# DEC: -18.096139907836914
# ================================
NVAR: 4
VARNAMES: MJD FLT MAG MAGERR
61675.98930  i_LSST  23.04765  0.57624
61675.98620  i_LSST  23.44876  0.83377
61675.98310  i_LSST  23.67461  1.02657
61615.06350  i_LSST  26.37116  3.19060
61615.06310  i_LSST  25.82534  1.92995
61615.03860  r_LSST  27.85949  10.21976
61604.06950  z_LSST  24.72254  1.56777
61595.09510  i_LSST  24.82635  0.84202
61595.07050  z_LSST  24.13193  0.57079
61560.25190  r_LSST  24.78990  0.65774
61559.27060  r_LSST  27.43435  6.05721
61557.26680  r_LSST  27.54550  7.29248
61553.14550  r_LSST  27.78300  5.19834
61540.24660  z_LSST  28.75500  32.22882
61540.22230  i_LSST  26.00875  2.25786
61526.20270  g_LSST  25.54464  0.72021
61524.32420  z_LSST  24.85202  1.59107
61522.31850  i_LSST  27.61847  7.14779
61522.29450  r_LSST  25.84005  0.93537
61510.25880  z_LSST  25.81174  1.91806
61500.34880  i_LSST  25.28486  0.74460
61500.32480  r_LSST  27.87932  4.49549
61316.00270  z_LSST  22.75358  0.75465
61315.99960  z_LSST  22.66097  0.69295
61315.99350  z_LSST  23.27727  1.22242
61284.99020  z_LSST  26.33403  4.27645
61284.97930  i_LSST  27.14556  6.97097
61275.00630  r_LSST  24.71287  0.80106
61257.06430  i_LSST  28.13101  12.48434
61257.04010  r_LSST  24.85556  0.53714
61239.09000  g_LSST  29.60536  32.99378
61236.10330  i_LSST  24.50861  0.45225
61236.07940  r_LSST  24.92212  0.41785
61226.05850  i_LSST  25.32115  0.87534
61226.03430  r_LSST  24.97082  0.54469
61222.01970  z_LSST  24.37337  0.98988
61221.17790  z_LSST  23.97019  1.16589
61214.09780  i_LSST  24.38342  0.47186
61214.07320  z_LSST  24.37574  0.76495
61212.98180  z_LSST  23.84094  0.76709
61211.22790  i_LSST  24.14428  0.54608
61211.20400  r_LSST  25.83057  1.31828
61197.19450  i_LSST  23.98979  0.58725
61194.19560  z_LSST  23.65135  0.39051
61193.12930  z_LSST  25.63493  2.58287
61182.22320  i_LSST  23.93145  0.21773
61182.19910  r_LSST  24.98545  0.46334
61172.27320  z_LSST  23.18431  0.20046
61172.24930  i_LSST  24.05596  0.38641
61171.19710  r_LSST  24.08733  0.26105
61171.17250  i_LSST  23.58000  0.19741
61168.19400  z_LSST  24.20833  0.52073
61168.16990  i_LSST  23.54677  0.16569
61156.30580  i_LSST  22.95122  0.10630
61156.28150  z_LSST  23.10012  0.17524
61152.31020  z_LSST  22.98090  0.23691
61152.28600  i_LSST  22.90704  0.09012
61150.31570  r_LSST  22.85093  0.06055
61150.29140  g_LSST  23.99092  0.12865
61148.22410  r_LSST  22.69729  0.04499
61148.20000  g_LSST  23.82002  0.07361
61140.24480  r_LSST  22.43531  0.04742
61140.21890  g_LSST  23.21340  0.07459
61139.36090  z_LSST  22.52638  0.14034
61139.33690  i_LSST  22.56470  0.08430
61131.29550  i_LSST  22.81702  0.15203
61131.27150  r_LSST  22.55316  0.12442
61125.35480  z_LSST  23.63927  0.26308
61118.37260  i_LSST  25.12066  1.01588
61118.34790  r_LSST  24.70835  0.27085
61114.40600  i_LSST  25.19633  0.97760
61097.33850  i_LSST  25.75170  1.39914
61097.31370  r_LSST  25.40374  0.62262
