# ================================
# SNID: 103618
# RA: 158.437744140625
# DEC: 5.190915107727051
# ================================
NVAR: 4
VARNAMES: MJD FLT MAG MAGERR
61556.95470  r_LSST  28.03401  12.26849
61550.13230  z_LSST  23.18107  0.68239
61549.95640  r_LSST  25.66372  1.37062
61526.12320  i_LSST  26.74129  5.95743
61526.09940  r_LSST  25.37385  0.93502
61525.05740  g_LSST  27.14031  2.74386
61523.10140  z_LSST  26.65974  5.66113
61521.96830  r_LSST  25.22760  0.79508
61517.96990  r_LSST  29.10456  32.11697
61497.16800  i_LSST  25.84461  1.79825
61493.13920  g_LSST  26.31135  2.00709
61490.09310  i_LSST  26.49800  3.90683
61478.17730  g_LSST  26.31039  1.77750
61475.25850  i_LSST  26.01749  2.53350
61475.23470  r_LSST  26.39636  2.54765
61468.15220  z_LSST  25.60469  2.15603
61467.22830  r_LSST  26.31495  1.69946
61462.20000  z_LSST  27.07032  10.73396
61462.17610  i_LSST  24.89572  1.50072
61461.13530  z_LSST  23.77524  0.66648
61454.18220  i_LSST  24.83200  0.89010
61441.33590  z_LSST  24.33101  0.80932
61441.32460  i_LSST  24.79915  0.62671
61439.17770  g_LSST  26.19023  1.18904
61439.15390  r_LSST  25.75658  1.50795
61437.21480  z_LSST  24.58619  2.22668
61434.28950  i_LSST  23.58702  0.63952
61434.26560  r_LSST  25.32942  2.94238
61432.35770  r_LSST  25.27444  1.36525
61432.18530  z_LSST  24.45655  2.12078
61423.28260  r_LSST  25.84624  0.99085
61415.30380  r_LSST  28.13931  8.38829
61415.28540  g_LSST  27.67976  5.93899
61406.27370  i_LSST  25.57686  1.23720
61405.29630  i_LSST  25.25787  1.37777
61405.27290  r_LSST  25.55226  1.46940
61192.97260  i_LSST  22.96313  0.24625
61192.97220  i_LSST  22.72111  0.19705
61192.96140  r_LSST  23.52582  0.41893
61192.96100  r_LSST  23.07747  0.27721
61189.97290  z_LSST  22.29156  0.17739
61186.96950  z_LSST  22.93613  0.38359
61186.95870  i_LSST  22.64495  0.24899
61180.96950  i_LSST  22.95785  0.10065
61180.96900  i_LSST  23.03733  0.10829
61180.95870  r_LSST  23.13764  0.07782
61180.95820  r_LSST  23.24804  0.08615
61173.10140  z_LSST  22.65118  0.23955
61173.10100  z_LSST  22.85676  0.28949
61173.07760  i_LSST  23.12242  0.19316
61173.07720  i_LSST  22.98979  0.17095
61163.08900  i_LSST  22.95728  0.17532
61161.97870  z_LSST  23.17767  0.42436
61161.96800  i_LSST  22.92096  0.24650
61159.97590  z_LSST  23.16683  0.30893
61143.11590  r_LSST  22.99571  0.08732
61143.09380  u_LSST  23.66868  0.20529
61142.04490  r_LSST  22.94392  0.06446
61142.01960  u_LSST  23.56162  0.15806
61140.16900  z_LSST  23.32385  0.36347
61140.14480  i_LSST  23.02482  0.16632
61135.13530  z_LSST  25.27400  1.88295
61135.11150  i_LSST  22.73310  0.15284
61134.09150  z_LSST  23.83272  0.58055
61133.24030  i_LSST  22.95502  0.22825
61133.12430  i_LSST  22.77644  0.19363
61133.12380  i_LSST  22.97405  0.23229
61133.10040  z_LSST  23.04325  0.24016
61133.10000  z_LSST  22.71837  0.17805
61117.06040  r_LSST  25.69171  1.19434
61116.18390  r_LSST  28.26752  8.55673
61111.14400  r_LSST  26.49396  2.47120
61111.12320  g_LSST  27.53773  4.10562
61107.18350  r_LSST  24.56124  0.83690
61107.15870  g_LSST  25.10655  0.67870
61098.31230  g_LSST  26.21367  1.59950
61095.17690  z_LSST  24.72683  0.92452
61090.24260  r_LSST  26.39407  1.55730
61078.27450  z_LSST  24.11560  0.82704
61065.35710  z_LSST  24.37284  0.90407
61065.34590  i_LSST  25.06579  0.88717
61057.34760  r_LSST  27.56074  5.47889
61051.27340  r_LSST  26.27737  1.65167
61050.30040  i_LSST  25.71157  1.87007
61023.34790  z_LSST  24.83008  1.20058
